Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Month,Day,Year,Weekday
Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-04-14,4,14,2023,Friday
Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-11-15,11,15,2023,Wednesday
Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-09-27,9,27,2023,Wednesday
Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-09-21,9,21,2023,Thursday
Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-03-16,3,16,2023,Thursday
Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-03-21,3,21,2023,Tuesday
Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-04-15,4,15,2023,Saturday
Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-07-09,7,9,2023,Sunday
Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-06-04,6,4,2023,Sunday
Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-01-03,1,3,2023,Tuesday
Tea,5.0,1.5,7.5,Cash,Takeaway,2023-02-16,2,16,2023,Thursday
Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-10-18,10,18,2023,Wednesday
Juice,5.0,3.0,15.0,Credit Card,In-store,2023-11-15,11,15,2023,Wednesday
Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-01-09,1,9,2023,Monday
Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-01-31,1,31,2023,Tuesday
Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-04-24,4,24,2023,Monday
Tea,5.0,1.5,7.5,Cash,Takeaway,2023-07-08,7,8,2023,Saturday
Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-05-28,5,28,2023,Sunday
Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-08-28,8,28,2023,Monday
Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-04-17,4,17,2023,Monday
Salad,2.0,5.0,10.0,Cash,Takeaway,2023-04-19,4,19,2023,Wednesday
Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-05-22,5,22,2023,Monday
Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-11-22,11,22,2023,Wednesday
Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-05-09,5,9,2023,Tuesday
Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-01-08,1,8,2023,Sunday
Coffee,3.0,2.0,6.0,Cash,In-store,2023-10-22,10,22,2023,Sunday
Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-05-09,5,9,2023,Tuesday
Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-06-08,6,8,2023,Thursday
Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-12-26,12,26,2023,Tuesday
Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-04-20,4,20,2023,Thursday
Salad,5.0,5.0,25.0,Cash,In-store,2023-11-22,11,22,2023,Wednesday
Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-11-03,11,3,2023,Friday
Cake,4.0,3.0,12.0,Credit Card,In-store,2023-05-09,5,9,2023,Tuesday
Tea,5.0,1.5,7.5,Cash,Takeaway,2023-03-27,3,27,2023,Monday
Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-07-12,7,12,2023,Wednesday
Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-01-16,1,16,2023,Monday
Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-03-04,3,4,2023,Saturday
Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-07-23,7,23,2023,Sunday
Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-05-17,5,17,2023,Wednesday
Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-04-19,4,19,2023,Wednesday
Salad,2.0,5.0,10.0,Credit Card,In-store,2023-01-07,1,7,2023,Saturday
Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-03-09,3,9,2023,Thursday
Cake,4.0,3.0,12.0,Cash,In-store,2023-11-17,11,17,2023,Friday
Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-03-24,3,24,2023,Friday
Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-04-02,4,2,2023,Sunday
Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-02-18,2,18,2023,Saturday
Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-09-25,9,25,2023,Monday
Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-08-24,8,24,2023,Thursday
Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-03-15,3,15,2023,Wednesday
Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-08-30,8,30,2023,Wednesday
Tea,4.0,1.5,6.0,Cash,Takeaway,2023-06-08,6,8,2023,Thursday
Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-07-11,7,11,2023,Tuesday
Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-03-07,3,7,2023,Tuesday
Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-06-25,6,25,2023,Sunday
Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-04-10,4,10,2023,Monday
Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-05-06,5,6,2023,Saturday
Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-03-07,3,7,2023,Tuesday
Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-19,9,19,2023,Tuesday
Cake,1.0,3.0,3.0,Cash,In-store,2023-09-17,9,17,2023,Sunday
Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-04-01,4,1,2023,Saturday
Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-11-04,11,4,2023,Saturday
Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-09-01,9,1,2023,Friday
Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-12-07,12,7,2023,Thursday
Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-11-07,11,7,2023,Tuesday
Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-08-26,8,26,2023,Saturday
Salad,1.0,5.0,5.0,Cash,Takeaway,2023-07-09,7,9,2023,Sunday
Salad,2.0,5.0,10.0,Credit Card,In-store,2023-02-09,2,9,2023,Thursday
Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-03-01,3,1,2023,Wednesday
Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-07-13,7,13,2023,Thursday
Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-01-02,1,2,2023,Monday
Cake,5.0,3.0,15.0,Cash,Takeaway,2023-02-19,2,19,2023,Sunday
Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-03-24,3,24,2023,Friday
Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-03-29,3,29,2023,Wednesday
Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-05-19,5,19,2023,Friday
Salad,5.0,5.0,25.0,Cash,Takeaway,2023-09-10,9,10,2023,Sunday
Cake,1.0,3.0,3.0,Cash,Takeaway,2023-07-20,7,20,2023,Thursday
Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-11-05,11,5,2023,Sunday
Cake,3.0,3.0,9.0,Credit Card,In-store,2023-09-29,9,29,2023,Friday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-01-30,1,30,2023,Monday
Salad,5.0,5.0,25.0,Cash,Takeaway,2023-02-25,2,25,2023,Saturday
Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-01-16,1,16,2023,Monday
Juice,4.0,3.0,12.0,Credit Card,In-store,2023-12-24,12,24,2023,Sunday
Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-03-17,3,17,2023,Friday
Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-12-21,12,21,2023,Thursday
Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-01-21,1,21,2023,Saturday
Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-05-15,5,15,2023,Monday
Tea,3.0,1.5,4.5,Cash,Takeaway,2023-09-08,9,8,2023,Friday
Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-06-21,6,21,2023,Wednesday
Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-03-27,3,27,2023,Monday
Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-02-27,2,27,2023,Monday
Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-04-23,4,23,2023,Sunday
Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-12-28,12,28,2023,Thursday
Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-09-21,9,21,2023,Thursday
Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-11-01,11,1,2023,Wednesday
Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-01-04,1,4,2023,Wednesday
Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-03-01,3,1,2023,Wednesday
Salad,5.0,5.0,25.0,Cash,Takeaway,2023-08-27,8,27,2023,Sunday
Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-02-16,2,16,2023,Thursday
Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-12-12,12,12,2023,Tuesday
Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-11-27,11,27,2023,Monday
Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-11-16,11,16,2023,Thursday
Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-06-21,6,21,2023,Wednesday
Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-06-03,6,3,2023,Saturday
Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-03-18,3,18,2023,Saturday
Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-05-28,5,28,2023,Sunday
Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-10-03,10,3,2023,Tuesday
Juice,3.0,3.0,9.0,Cash,Takeaway,2023-04-21,4,21,2023,Friday
Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-08-10,8,10,2023,Thursday
Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-10-07,10,7,2023,Saturday
Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-01-10,1,10,2023,Tuesday
Coffee,5.0,2.0,10.0,Cash,In-store,2023-12-21,12,21,2023,Thursday
Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-01-29,1,29,2023,Sunday
Smoothie,4.0,4.0,16.0,Cash,In-store,2023-06-18,6,18,2023,Sunday
Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-03-05,3,5,2023,Sunday
Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-05-19,5,19,2023,Friday
Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-04-10,4,10,2023,Monday
Juice,4.0,3.0,12.0,Cash,Takeaway,2023-02-19,2,19,2023,Sunday
Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-07-25,7,25,2023,Tuesday
Cake,4.0,3.0,12.0,Cash,Takeaway,2023-08-12,8,12,2023,Saturday
Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-12-20,12,20,2023,Wednesday
Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-03-17,3,17,2023,Friday
Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-02-12,2,12,2023,Sunday
Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-12-13,12,13,2023,Wednesday
Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-10-06,10,6,2023,Friday
Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-12-17,12,17,2023,Sunday
Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-03-15,3,15,2023,Wednesday
Cake,1.0,3.0,3.0,Cash,Takeaway,2023-09-21,9,21,2023,Thursday
Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-10-04,10,4,2023,Wednesday
Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-07-06,7,6,2023,Thursday
Salad,2.0,5.0,10.0,Cash,Takeaway,2023-12-26,12,26,2023,Tuesday
Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-07-10,7,10,2023,Monday
Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-06-14,6,14,2023,Wednesday
Cake,2.0,3.0,6.0,Cash,Takeaway,2023-09-17,9,17,2023,Sunday
Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-03-05,3,5,2023,Sunday
Cake,4.0,3.0,12.0,Cash,Takeaway,2023-05-29,5,29,2023,Monday
Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-01-31,1,31,2023,Tuesday
Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-10-07,10,7,2023,Saturday
Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-12-07,12,7,2023,Thursday
Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-03-12,3,12,2023,Sunday
Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-04-07,4,7,2023,Friday
Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-08-27,8,27,2023,Sunday
Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-07-07,7,7,2023,Friday
Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-05-30,5,30,2023,Tuesday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-03-16,3,16,2023,Thursday
Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-11-18,11,18,2023,Saturday
Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-11-10,11,10,2023,Friday
Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-10-30,10,30,2023,Monday
Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-11-02,11,2,2023,Thursday
Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-09-18,9,18,2023,Monday
Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-03-24,3,24,2023,Friday
Tea,2.0,1.5,3.0,Cash,Takeaway,2023-04-09,4,9,2023,Sunday
Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-01-08,1,8,2023,Sunday
Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-04-19,4,19,2023,Wednesday
Tea,5.0,1.5,7.5,Cash,Takeaway,2023-02-05,2,5,2023,Sunday
Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-12-11,12,11,2023,Monday
Cake,5.0,3.0,15.0,Credit Card,In-store,2023-08-04,8,4,2023,Friday
Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-03-25,3,25,2023,Saturday
Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-10-11,10,11,2023,Wednesday
Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-02-15,2,15,2023,Wednesday
Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-03-16,3,16,2023,Thursday
Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-09-12,9,12,2023,Tuesday
Juice,2.0,3.0,6.0,Cash,Takeaway,2023-06-12,6,12,2023,Monday
Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-10-31,10,31,2023,Tuesday
Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-07-31,7,31,2023,Monday
Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-06-29,6,29,2023,Thursday
Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-03-06,3,6,2023,Monday
Cake,3.0,3.0,9.0,Cash,In-store,2023-01-26,1,26,2023,Thursday
Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-01-26,1,26,2023,Thursday
Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-07-24,7,24,2023,Monday
Juice,2.0,3.0,6.0,Cash,Takeaway,2023-08-29,8,29,2023,Tuesday
Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-06-03,6,3,2023,Saturday
Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-05-07,5,7,2023,Sunday
Juice,3.0,3.0,9.0,Credit Card,In-store,2023-11-03,11,3,2023,Friday
Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-08-01,8,1,2023,Tuesday
Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-08-26,8,26,2023,Saturday
Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-03-20,3,20,2023,Monday
Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-12-22,12,22,2023,Friday
Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-03-11,3,11,2023,Saturday
Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-10-16,10,16,2023,Monday
Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-04-30,4,30,2023,Sunday
Juice,3.0,3.0,9.0,Cash,In-store,2023-05-11,5,11,2023,Thursday
Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-11-19,11,19,2023,Sunday
Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-07-14,7,14,2023,Friday
Juice,1.0,3.0,3.0,Cash,In-store,2023-05-03,5,3,2023,Wednesday
Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-05-03,5,3,2023,Wednesday
Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-09-20,9,20,2023,Wednesday
Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-03-24,3,24,2023,Friday
Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-06,6,6,2023,Tuesday
Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-01,5,1,2023,Monday
Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-04-11,4,11,2023,Tuesday
Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-06-28,6,28,2023,Wednesday
Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-09-27,9,27,2023,Wednesday
Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-11-09,11,9,2023,Thursday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-01-08,1,8,2023,Sunday
Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-07-13,7,13,2023,Thursday
Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-06-22,6,22,2023,Thursday
Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-07-12,7,12,2023,Wednesday
Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-03-15,3,15,2023,Wednesday
Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-10-29,10,29,2023,Sunday
Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-12-28,12,28,2023,Thursday
Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-10-06,10,6,2023,Friday
Sandwich,4.0,4.0,16.0,Cash,In-store,2023-08-10,8,10,2023,Thursday
Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-10-02,10,2,2023,Monday
Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-04-14,4,14,2023,Friday
Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-11-18,11,18,2023,Saturday
Tea,1.0,1.5,1.5,Cash,Takeaway,2023-07-01,7,1,2023,Saturday
Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-10-12,10,12,2023,Thursday
Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-02-25,2,25,2023,Saturday
Cake,3.0,3.0,9.0,Cash,Takeaway,2023-04-18,4,18,2023,Tuesday
Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-07-01,7,1,2023,Saturday
Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-03-18,3,18,2023,Saturday
Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-03-17,3,17,2023,Friday
Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-10-30,10,30,2023,Monday
Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-02-17,2,17,2023,Friday
Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-03-03,3,3,2023,Friday
Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-05-01,5,1,2023,Monday
Smoothie,4.0,4.0,16.0,Cash,In-store,2023-06-29,6,29,2023,Thursday
Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-03-01,3,1,2023,Wednesday
Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-05-01,5,1,2023,Monday
Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-09-30,9,30,2023,Saturday
Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-09-12,9,12,2023,Tuesday
Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-05-04,5,4,2023,Thursday
Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-08-01,8,1,2023,Tuesday
Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-08-21,8,21,2023,Monday
Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-09-14,9,14,2023,Thursday
Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-05-05,5,5,2023,Friday
Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-06-13,6,13,2023,Tuesday
Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-11-26,11,26,2023,Sunday
Cake,5.0,3.0,15.0,Cash,Takeaway,2023-04-21,4,21,2023,Friday
Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-11-08,11,8,2023,Wednesday
Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-04-21,4,21,2023,Friday
Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-02-24,2,24,2023,Friday
Juice,5.0,3.0,15.0,Cash,Takeaway,2023-11-10,11,10,2023,Friday
Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-03-18,3,18,2023,Saturday
Salad,3.0,5.0,15.0,Credit Card,In-store,2023-04-13,4,13,2023,Thursday
Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-12,7,12,2023,Wednesday
Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-11-03,11,3,2023,Friday
Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-04-17,4,17,2023,Monday
Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-20,9,20,2023,Wednesday
Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-05-25,5,25,2023,Thursday
Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-11-21,11,21,2023,Tuesday
Tea,2.0,1.5,3.0,Credit Card,In-store,2023-01-04,1,4,2023,Wednesday
Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-08-17,8,17,2023,Thursday
Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-07-09,7,9,2023,Sunday
Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-02-27,2,27,2023,Monday
Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-03-31,3,31,2023,Friday
Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-09-25,9,25,2023,Monday
Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-04-29,4,29,2023,Saturday
Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-09-30,9,30,2023,Saturday
Salad,5.0,5.0,25.0,Cash,Takeaway,2023-04-25,4,25,2023,Tuesday
Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-08-12,8,12,2023,Saturday
Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-06-05,6,5,2023,Monday
Cake,1.0,3.0,3.0,Cash,In-store,2023-08-14,8,14,2023,Monday
Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-06-18,6,18,2023,Sunday
Tea,4.0,1.5,6.0,Cash,Takeaway,2023-11-26,11,26,2023,Sunday
Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-07-24,7,24,2023,Monday
Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-11-09,11,9,2023,Thursday
Juice,1.0,3.0,3.0,Cash,In-store,2023-05-28,5,28,2023,Sunday
Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-06-29,6,29,2023,Thursday
Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-12-30,12,30,2023,Saturday
Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-12-25,12,25,2023,Monday
Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-08-03,8,3,2023,Thursday
Tea,3.0,1.5,4.5,Cash,In-store,2023-03-16,3,16,2023,Thursday
Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-30,4,30,2023,Sunday
Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-06-18,6,18,2023,Sunday
Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-02-25,2,25,2023,Saturday
Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-06-07,6,7,2023,Wednesday
Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-04-10,4,10,2023,Monday
Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-02-15,2,15,2023,Wednesday
Cake,4.0,3.0,12.0,Cash,Takeaway,2023-11-17,11,17,2023,Friday
Cake,1.0,3.0,3.0,Cash,Takeaway,2023-08-05,8,5,2023,Saturday
Cake,4.0,3.0,12.0,Cash,Takeaway,2023-12-03,12,3,2023,Sunday
Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-05-21,5,21,2023,Sunday
Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-12-30,12,30,2023,Saturday
Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-01-31,1,31,2023,Tuesday
Tea,1.0,1.5,1.5,Cash,In-store,2023-09-20,9,20,2023,Wednesday
Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-02-25,2,25,2023,Saturday
Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-05-20,5,20,2023,Saturday
Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-03-26,3,26,2023,Sunday
Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-11-25,11,25,2023,Saturday
Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-12-24,12,24,2023,Sunday
Smoothie,2.0,4.0,8.0,Cash,In-store,2023-09-02,9,2,2023,Saturday
Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-08-03,8,3,2023,Thursday
Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-07-24,7,24,2023,Monday
Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-07-07,7,7,2023,Friday
Salad,3.0,5.0,15.0,Credit Card,In-store,2023-01-28,1,28,2023,Saturday
Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-06,5,6,2023,Saturday
Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-11-11,11,11,2023,Saturday
Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-11-26,11,26,2023,Sunday
Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-07-12,7,12,2023,Wednesday
Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-03-09,3,9,2023,Thursday
Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-02-26,2,26,2023,Sunday
